timestamp,risk_score,risk_level,state_confidence,p_healthy,p_drought,p_heat,p_pest,p_waterlogging,p_low_light,p_sensor_anomaly,uncertainty_score,uncertainty_level,dominant_risk,sensor_score,vision_score,sensor_reliability,vision_reliability,dynamic_sensor_weight,dynamic_vision_weight,reliability_adjustments,sensor_probabilities,vision_probabilities,fused_probabilities,smoothed_probabilities,trend_flags,consistency_flags,conflict_flags,action_permission,safety_action,safety_policy,reasons,recommendation,uncertainty_case
2026-08-03 10:00,17.1,很低,0.87,0.867,0.081,0.009,0.017,0.010,0.009,0.008,0.0,低,healthy,10.5,13.6,1.00,0.89,0.65,0.35,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.91；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.87；P(drought)=0.08；P(heat)=0.01；P(pest)=0.02；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康；最近 6 小时土壤湿度持续下降，干旱状态概率上升,继续常规巡检,normal
2026-08-03 11:00,18.1,很低,0.85,0.854,0.096,0.009,0.014,0.010,0.009,0.008,0.0,低,healthy,10.5,14.5,1.00,0.84,0.66,0.34,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.89；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.85；P(drought)=0.10；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康；最近 6 小时土壤湿度持续下降，干旱状态概率上升,继续常规巡检,normal
2026-08-03 12:00,45.0,中,0.20,0.653,0.106,0.197,0.013,0.011,0.011,0.009,47.0,中,heat,58.9,14.5,1.00,0.84,0.73,0.27,环境和视觉存在冲突，降低直接执行可靠性,P(healthy)=0.24；P(drought)=0.01；P(heat)=0.70；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.89；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.42；P(drought)=0.01；P(heat)=0.51；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.65；P(drought)=0.11；P(heat)=0.20；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,,图像显示健康，但环境传感器提示较高风险,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,温度偏高；图像标签显示作物状态健康；环境和视觉存在冲突，降低直接执行可靠性；数据冲突：图像显示健康，但环境传感器提示较高风险；最近 6 小时土壤湿度持续下降，干旱状态概率上升,优先让机器人复查该区域并重新采样；增加高温巡检频率并检查遮阴或降温条件,normal
2026-08-03 13:00,45.0,中,0.27,0.489,0.269,0.206,0.010,0.009,0.009,0.008,47.0,中,drought,69.0,12.5,1.00,0.96,0.70,0.30,环境和视觉存在冲突，降低直接执行可靠性,P(healthy)=0.14；P(drought)=0.45；P(heat)=0.39；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.93；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.37；P(drought)=0.32；P(heat)=0.28；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.49；P(drought)=0.27；P(heat)=0.21；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,temporal_trend_supports_dominant_state,图像显示健康，但环境传感器提示较高风险,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,土壤湿度偏低；图像标签显示作物状态健康；环境和视觉存在冲突，降低直接执行可靠性；数据冲突：图像显示健康，但环境传感器提示较高风险；最近 6 小时土壤湿度持续下降，干旱状态概率上升；时间趋势支持当前主风险，系统置信度上升,优先让机器人复查该区域并重新采样；若低湿状态连续出现，触发灌溉提醒,normal
2026-08-03 14:00,49.6,中,0.43,0.420,0.427,0.117,0.010,0.009,0.009,0.008,47.0,中,drought,64.7,12.6,1.00,0.95,0.70,0.30,环境和视觉存在冲突，降低直接执行可靠性,P(healthy)=0.22；P(drought)=0.72；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.92；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.43；P(drought)=0.51；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.42；P(drought)=0.43；P(heat)=0.12；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,temporal_trend_supports_dominant_state,图像显示健康，但环境传感器提示较高风险,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,土壤湿度偏低；图像标签显示作物状态健康；环境和视觉存在冲突，降低直接执行可靠性；数据冲突：图像显示健康，但环境传感器提示较高风险；最近 6 小时土壤湿度持续下降，干旱状态概率上升；时间趋势支持当前主风险，系统置信度上升,优先让机器人复查该区域并重新采样；若低湿状态连续出现，触发灌溉提醒,normal
2026-08-03 15:00,55.4,中,0.56,0.346,0.555,0.064,0.009,0.009,0.009,0.008,35.0,中,drought,64.7,14.7,1.00,0.83,0.73,0.27,环境和视觉存在冲突，降低直接执行可靠性,P(healthy)=0.22；P(drought)=0.72；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.89；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.40；P(drought)=0.53；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.35；P(drought)=0.56；P(heat)=0.06；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,same_risk_state_consistent_with_previous_belief；temporal_trend_supports_dominant_state,图像显示健康，但环境传感器提示较高风险,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,土壤湿度偏低；图像标签显示作物状态健康；环境和视觉存在冲突，降低直接执行可靠性；数据冲突：图像显示健康，但环境传感器提示较高风险；最近 6 小时土壤湿度持续下降，干旱状态概率上升；当前主风险与上一时刻状态信念一致，系统置信度上升；时间趋势支持当前主风险，系统置信度上升,优先让机器人复查该区域并重新采样；若低湿状态连续出现，触发灌溉提醒,normal
2026-08-03 16:00,64.2,中高,0.69,0.229,0.695,0.036,0.013,0.012,0.008,0.008,0.0,低,drought,64.7,77.5,1.00,0.86,0.65,0.35,,P(healthy)=0.22；P(drought)=0.72；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.04；P(drought)=0.83；P(heat)=0.01；P(pest)=0.05；P(waterlogging)=0.05；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.16；P(drought)=0.76；P(heat)=0.01；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.23；P(drought)=0.69；P(heat)=0.04；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,same_risk_state_consistent_with_previous_belief；temporal_trend_supports_dominant_state,,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,土壤湿度偏低；图像标签疑似干旱；最近 6 小时土壤湿度持续下降，干旱状态概率上升；当前主风险与上一时刻状态信念一致，系统置信度上升；时间趋势支持当前主风险，系统置信度上升,若低湿状态连续出现，触发灌溉提醒,normal
2026-08-03 17:00,68.9,中高,0.77,0.167,0.767,0.022,0.014,0.014,0.008,0.008,0.0,低,drought,64.7,78.3,1.00,0.90,0.64,0.36,,P(healthy)=0.22；P(drought)=0.72；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.03；P(drought)=0.84；P(heat)=0.01；P(pest)=0.05；P(waterlogging)=0.05；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.15；P(drought)=0.76；P(heat)=0.01；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.17；P(drought)=0.77；P(heat)=0.02；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,same_risk_state_consistent_with_previous_belief；temporal_trend_supports_dominant_state,,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,土壤湿度偏低；图像标签疑似干旱；最近 6 小时土壤湿度持续下降，干旱状态概率上升；当前主风险与上一时刻状态信念一致，系统置信度上升；时间趋势支持当前主风险，系统置信度上升,若低湿状态连续出现，触发灌溉提醒,normal
2026-08-03 18:00,64.7,中高,0.72,0.225,0.722,0.015,0.011,0.011,0.008,0.008,35.0,中,drought,64.7,13.0,1.00,0.93,0.71,0.29,环境和视觉存在冲突，降低直接执行可靠性,P(healthy)=0.22；P(drought)=0.72；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.92；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.43；P(drought)=0.52；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.22；P(drought)=0.72；P(heat)=0.02；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,same_risk_state_consistent_with_previous_belief；temporal_trend_supports_dominant_state,图像显示健康，但环境传感器提示较高风险,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,土壤湿度偏低；图像标签显示作物状态健康；环境和视觉存在冲突，降低直接执行可靠性；数据冲突：图像显示健康，但环境传感器提示较高风险；最近 6 小时土壤湿度持续下降，干旱状态概率上升；当前主风险与上一时刻状态信念一致，系统置信度上升；时间趋势支持当前主风险，系统置信度上升,优先让机器人复查该区域并重新采样；若低湿状态连续出现，触发灌溉提醒,normal
2026-08-03 19:00,63.0,中高,0.70,0.248,0.705,0.012,0.010,0.010,0.008,0.008,35.0,中,drought,64.7,14.5,1.00,0.84,0.73,0.27,环境和视觉存在冲突，降低直接执行可靠性,P(healthy)=0.22；P(drought)=0.72；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.89；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.40；P(drought)=0.53；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.25；P(drought)=0.70；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,same_risk_state_consistent_with_previous_belief；temporal_trend_supports_dominant_state,图像显示健康，但环境传感器提示较高风险,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,土壤湿度偏低；图像标签显示作物状态健康；环境和视觉存在冲突，降低直接执行可靠性；数据冲突：图像显示健康，但环境传感器提示较高风险；最近 6 小时土壤湿度持续下降，干旱状态概率上升；当前主风险与上一时刻状态信念一致，系统置信度上升；时间趋势支持当前主风险，系统置信度上升,优先让机器人复查该区域并重新采样；若低湿状态连续出现，触发灌溉提醒,normal
2026-08-03 20:00,63.2,中高,0.71,0.246,0.714,0.009,0.008,0.008,0.007,0.007,35.0,中,drought,70.4,13.4,1.00,0.90,0.72,0.28,环境和视觉存在冲突，降低直接执行可靠性,P(healthy)=0.15；P(drought)=0.81；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.91；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.37；P(drought)=0.59；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.25；P(drought)=0.71；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,same_risk_state_consistent_with_previous_belief；temporal_trend_supports_dominant_state,图像显示健康，但环境传感器提示较高风险,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,土壤湿度严重偏低；图像标签显示作物状态健康；环境和视觉存在冲突，降低直接执行可靠性；数据冲突：图像显示健康，但环境传感器提示较高风险；最近 6 小时土壤湿度持续下降，干旱状态概率上升；当前主风险与上一时刻状态信念一致，系统置信度上升；时间趋势支持当前主风险，系统置信度上升,优先让机器人复查该区域并重新采样；若低湿状态连续出现，触发灌溉提醒,normal
2026-08-03 21:00,59.9,中,0.66,0.290,0.664,0.010,0.010,0.010,0.009,0.008,35.0,中,drought,64.7,14.5,1.00,0.84,0.73,0.27,环境和视觉存在冲突，降低直接执行可靠性,P(healthy)=0.22；P(drought)=0.72；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.89；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.40；P(drought)=0.53；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.29；P(drought)=0.66；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,same_risk_state_consistent_with_previous_belief,图像显示健康，但环境传感器提示较高风险,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,土壤湿度偏低；图像标签显示作物状态健康；环境和视觉存在冲突，降低直接执行可靠性；数据冲突：图像显示健康，但环境传感器提示较高风险；当前主风险与上一时刻状态信念一致，系统置信度上升,优先让机器人复查该区域并重新采样；若低湿状态连续出现，触发灌溉提醒,normal
2026-08-03 22:00,58.8,中,0.65,0.305,0.653,0.009,0.009,0.009,0.008,0.008,35.0,中,drought,70.4,12.3,1.00,0.97,0.70,0.30,环境和视觉存在冲突，降低直接执行可靠性,P(healthy)=0.15；P(drought)=0.81；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.93；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.38；P(drought)=0.57；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.30；P(drought)=0.65；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,same_risk_state_consistent_with_previous_belief,图像显示健康，但环境传感器提示较高风险,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,土壤湿度严重偏低；图像标签显示作物状态健康；环境和视觉存在冲突，降低直接执行可靠性；数据冲突：图像显示健康，但环境传感器提示较高风险；当前主风险与上一时刻状态信念一致，系统置信度上升,优先让机器人复查该区域并重新采样；若低湿状态连续出现，触发灌溉提醒,normal
