timestamp,temperature,humidity,soil_moisture,light,rainfall,image_status,vision_confidence,uncertainty_case,robot_x_m,robot_y_m,robot_heading_deg,region_id,path_segment,patrol_loop
2026-08-04 05:00,23.3,71.5,17.0,0,0.0,healthy,0.83,normal,111.5,9.6,90,R01C06,row_1,2
2026-08-04 06:00,27.0,63.7,16.2,0,0.0,healthy,0.86,normal,111.3,29.2,270,R02C06,row_2,2
2026-08-04 07:00,28.4,67.3,15.2,244,0.0,healthy,0.88,normal,90.4,29.0,270,R02C05,row_2,2
2026-08-04 08:00,30.5,62.8,13.7,416,0.0,drought,0.88,normal,69.4,29.0,270,R02C04,row_2,2
2026-08-04 09:00,29.9,69.9,12.1,692,0.0,drought,0.75,normal,48.7,29.3,270,R02C03,row_2,2
2026-08-04 10:00,33.0,64.5,11.7,759,0.0,drought,0.79,normal,28.5,29.7,270,R02C02,row_2,2
2026-08-04 11:00,32.4,60.9,10.2,982,0.0,drought,0.79,normal,9.1,30.2,270,R02C01,row_2,2
2026-08-04 12:00,32.9,59.1,8.6,988,0.0,drought,0.91,normal,10.1,50.7,90,R03C01,row_3,2
2026-08-04 13:00,34.0,59.3,8.0,840,0.0,drought,0.86,normal,31.0,50.9,90,R03C02,row_3,2
2026-08-04 14:00,35.3,60.9,10.9,570,5.2,drought,0.89,normal,51.5,51.0,90,R03C03,row_3,2
2026-08-04 15:00,33.1,57.6,15.0,424,6.0,drought,0.86,normal,71.2,50.8,90,R03C04,row_3,2
2026-08-04 16:00,31.6,59.2,19.1,346,5.6,drought,0.79,normal,90.4,50.4,90,R03C05,row_3,2
2026-08-04 17:00,27.8,68.3,28.6,115,11.1,healthy,0.84,normal,109.4,49.9,90,R03C06,row_3,2
2026-08-04 18:00,26.8,65.6,34.8,0,7.7,healthy,0.92,normal,108.6,69.5,270,R04C06,row_4,2
2026-08-04 19:00,24.0,81.4,34.4,0,0.0,healthy,0.84,normal,88.5,69.1,270,R04C05,row_4,2
2026-08-04 20:00,21.9,69.9,33.9,0,0.0,pest,0.78,normal,69.1,69.0,270,R04C04,row_4,2
2026-08-04 21:00,20.8,77.8,33.5,0,0.0,healthy,0.86,normal,50.1,69.1,270,R04C03,row_4,2
2026-08-04 22:00,20.8,65.8,33.8,0,0.0,healthy,0.86,normal,31.1,69.5,270,R04C02,row_4,2
2026-08-04 23:00,20.0,79.3,33.4,0,0.0,healthy,0.83,normal,11.5,69.9,270,R04C01,row_4,2
2026-08-05 00:00,17.0,68.6,33.9,0,0.0,healthy,0.92,normal,11.2,10.4,90,R01C01,row_1,3
2026-08-05 01:00,20.7,74.8,33.8,0,0.0,healthy,0.83,normal,30.4,10.8,90,R01C02,row_1,3
2026-08-05 02:00,19.4,82.3,33.2,0,0.0,healthy,0.90,normal,49.4,11.0,90,R01C03,row_1,3
2026-08-05 03:00,22.2,68.9,33.1,0,0.0,healthy,0.90,normal,68.6,10.9,90,R01C04,row_1,3
2026-08-05 04:00,23.0,63.0,32.2,0,0.0,pest,0.80,normal,88.6,10.6,90,R01C05,row_1,3
2026-08-05 05:00,24.5,70.5,32.0,0,0.0,healthy,0.89,normal,109.2,10.2,90,R01C06,row_1,3
2026-08-05 06:00,25.1,69.6,31.3,0,0.0,healthy,0.84,normal,110.2,29.7,270,R02C06,row_2,3
2026-08-05 07:00,30.7,69.5,30.2,236,0.0,healthy,0.92,normal,91.1,29.3,270,R02C05,row_2,3
2026-08-05 08:00,31.7,66.8,28.8,421,0.0,healthy,0.87,normal,71.5,29.0,270,R02C04,row_2,3
2026-08-05 09:00,31.7,64.2,27.1,678,0.0,healthy,0.86,normal,51.2,29.0,270,R02C03,row_2,3
2026-08-05 10:00,34.0,63.0,25.8,759,0.0,healthy,0.89,normal,30.4,29.3,270,R02C02,row_2,3
2026-08-05 11:00,35.2,56.4,24.2,777,0.0,healthy,0.87,normal,9.3,29.7,270,R02C01,row_2,3
2026-08-05 12:00,36.2,57.5,23.0,799,0.0,healthy,0.85,normal,8.6,50.2,90,R03C01,row_3,3
2026-08-05 13:00,34.7,59.6,21.3,880,0.0,drought,0.87,normal,28.6,50.6,90,R03C02,row_3,3
2026-08-05 14:00,34.0,61.1,20.4,870,0.0,drought,0.84,normal,49.2,50.9,90,R03C03,row_3,3
2026-08-05 15:00,34.5,57.7,18.8,599,0.0,drought,0.79,normal,70.2,51.0,90,R03C04,row_3,3
2026-08-05 16:00,29.6,74.0,16.8,394,0.0,drought,0.89,normal,91.1,50.8,90,R03C05,row_3,3
2026-08-05 17:00,29.2,57.6,15.8,257,0.0,drought,0.80,normal,111.5,50.5,90,R03C06,row_3,3
2026-08-05 18:00,26.4,69.9,14.6,0,0.0,healthy,0.94,normal,111.2,70.0,270,R04C06,row_4,3
2026-08-05 19:00,23.6,65.5,14.3,0,0.0,pest,0.82,normal,90.3,69.5,270,R04C05,row_4,3
2026-08-05 20:00,21.3,86.7,14.0,0,0.0,healthy,0.87,normal,69.3,69.2,270,R04C04,row_4,3
2026-08-05 21:00,22.0,70.0,13.3,0,0.0,healthy,0.85,normal,48.6,69.0,270,R04C03,row_4,3
2026-08-05 22:00,20.5,78.4,13.6,0,0.0,healthy,0.90,normal,28.6,69.1,270,R04C02,row_4,3
2026-08-05 23:00,20.7,78.5,12.7,0,0.0,healthy,0.91,normal,9.2,69.4,270,R04C01,row_4,3
2026-08-06 00:00,19.5,63.8,22.6,0,10.8,healthy,0.86,normal,10.2,9.9,90,R01C01,row_1,4
2026-08-06 01:00,20.7,77.5,25.7,0,3.7,healthy,0.88,normal,31.1,10.4,90,R01C02,row_1,4
2026-08-06 02:00,20.3,70.9,32.1,0,7.9,healthy,0.85,normal,51.5,10.8,90,R01C03,row_1,4
2026-08-06 03:00,23.2,64.3,31.5,0,0.0,healthy,0.95,normal,71.2,11.0,90,R01C04,row_1,4
2026-08-06 04:00,23.0,73.4,31.3,0,0.0,healthy,0.82,normal,90.3,11.0,90,R01C05,row_1,4
2026-08-06 05:00,26.3,71.7,30.2,0,0.0,healthy,0.97,normal,109.3,10.7,90,R01C06,row_1,4
2026-08-06 06:00,25.9,64.8,29.1,0,0.0,healthy,0.93,normal,108.6,30.3,270,R02C06,row_2,4
2026-08-06 07:00,28.6,66.3,27.9,218,0.0,healthy,0.93,normal,88.6,29.8,270,R02C05,row_2,4
2026-08-06 08:00,30.8,60.8,26.3,500,0.0,pest,0.72,normal,69.2,29.3,270,R02C04,row_2,4
2026-08-06 09:00,33.6,64.5,25.5,621,0.0,healthy,0.94,normal,50.2,29.1,270,R02C03,row_2,4
2026-08-06 10:00,34.7,65.1,23.2,873,0.0,healthy,0.88,normal,31.1,29.0,270,R02C02,row_2,4
2026-08-06 11:00,36.0,58.8,21.3,872,0.0,drought,0.76,normal,11.5,29.2,270,R02C01,row_2,4
2026-08-06 12:00,34.1,63.3,19.4,942,0.0,drought,0.82,normal,11.2,49.6,90,R03C01,row_3,4
2026-08-06 13:00,35.0,55.5,17.4,848,0.0,drought,0.83,normal,30.3,50.1,90,R03C02,row_3,4
2026-08-06 14:00,34.5,64.2,15.0,862,0.0,drought,0.76,normal,49.3,50.6,90,R03C03,row_3,4
2026-08-06 15:00,33.4,58.8,12.7,612,0.0,drought,0.79,normal,68.6,50.9,90,R03C04,row_3,4
2026-08-06 16:00,28.9,76.9,11.6,506,0.0,healthy,0.84,normal,88.6,51.0,90,R03C05,row_3,4
2026-08-06 17:00,29.7,66.7,10.7,233,0.0,drought,0.86,normal,109.2,50.9,90,R03C06,row_3,4
2026-08-06 18:00,28.7,62.5,9.7,0,0.0,healthy,0.86,normal,110.3,70.5,270,R04C06,row_4,4
2026-08-06 19:00,27.5,63.9,9.1,0,0.0,healthy,0.96,normal,91.1,70.1,270,R04C05,row_4,4
2026-08-06 20:00,23.7,67.0,8.4,0,0.0,healthy,0.93,normal,71.5,69.6,270,R04C04,row_4,4
2026-08-06 21:00,22.6,82.2,8.6,0,0.0,healthy,0.90,normal,51.1,69.2,270,R04C03,row_4,4
2026-08-06 22:00,18.6,68.4,8.4,0,0.0,healthy,0.85,normal,30.3,69.0,270,R04C02,row_4,4
2026-08-06 23:00,18.1,74.8,8.5,0,0.0,healthy,0.84,normal,9.2,69.1,270,R04C01,row_4,4
2026-08-07 00:00,18.2,75.8,8.4,0,0.0,healthy,0.91,normal,8.6,9.4,90,R01C01,row_1,5
2026-08-07 01:00,19.8,75.1,8.2,0,0.0,healthy,0.91,normal,28.6,9.8,90,R01C02,row_1,5
2026-08-07 02:00,21.4,68.8,8.5,0,0.0,healthy,0.94,normal,49.3,10.3,90,R01C03,row_1,5
2026-08-07 03:00,22.4,73.8,8.3,0,0.0,healthy,0.82,normal,70.3,10.7,90,R01C04,row_1,5
2026-08-07 04:00,22.9,73.9,8.0,0,0.0,pest,0.72,normal,91.2,11.0,90,R01C05,row_1,5
2026-08-07 05:00,25.6,71.0,8.0,0,0.0,healthy,0.82,normal,111.5,11.0,90,R01C06,row_1,5
2026-08-07 06:00,25.6,76.4,8.0,0,0.0,healthy,0.95,normal,111.1,30.7,270,R02C06,row_2,5
2026-08-07 07:00,29.8,53.7,8.0,237,0.0,drought,0.77,normal,90.2,30.3,270,R02C05,row_2,5
2026-08-07 08:00,31.6,59.5,8.0,476,0.0,drought,0.90,normal,69.2,29.8,270,R02C04,row_2,5
2026-08-07 09:00,34.1,59.2,8.0,651,0.0,drought,0.75,normal,48.6,29.4,270,R02C03,row_2,5
2026-08-07 10:00,32.2,62.7,8.0,758,0.0,drought,0.91,normal,28.6,29.1,270,R02C02,row_2,5
2026-08-07 11:00,34.2,59.4,8.0,965,0.0,drought,0.89,normal,9.3,29.0,270,R02C01,row_2,5
2026-08-07 12:00,34.3,63.6,8.0,869,0.0,drought,0.80,normal,10.3,49.2,90,R03C01,row_3,5
2026-08-07 13:00,35.0,63.3,8.0,877,0.0,drought,0.75,normal,31.2,49.5,90,R03C02,row_3,5
2026-08-07 14:00,33.4,59.0,8.0,828,0.0,drought,0.87,normal,51.5,50.0,90,R03C03,row_3,5
2026-08-07 15:00,33.4,59.4,8.0,719,0.0,drought,0.90,normal,71.1,50.5,90,R03C04,row_3,5
2026-08-07 16:00,32.8,63.7,8.0,442,0.0,drought,0.75,normal,90.2,50.9,90,R03C05,row_3,5
2026-08-07 17:00,29.8,56.9,8.0,228,0.0,drought,0.77,normal,109.2,51.0,90,R03C06,row_3,5
2026-08-07 18:00,28.4,62.2,8.0,0,0.0,healthy,0.95,normal,108.6,70.9,270,R04C06,row_4,5
2026-08-07 19:00,25.1,64.4,8.0,0,0.0,healthy,0.83,normal,88.6,70.6,270,R04C05,row_4,5
2026-08-07 20:00,24.5,71.4,8.0,0,0.0,healthy,0.97,normal,69.3,70.1,270,R04C04,row_4,5
2026-08-07 21:00,21.9,74.9,8.0,0,0.0,healthy,0.89,normal,50.3,69.6,270,R04C03,row_4,5
2026-08-07 22:00,20.4,67.9,14.0,0,6.9,healthy,0.84,normal,31.2,69.2,270,R04C02,row_4,5
2026-08-07 23:00,19.9,73.6,19.9,0,6.5,healthy,0.85,normal,11.5,69.0,270,R04C01,row_4,5
2026-08-08 00:00,20.5,73.7,,0,5.2,healthy,0.85,sensor_missing_soil_moisture,11.1,9.0,90,R01C01,row_1,6
2026-08-08 01:00,19.7,75.9,23.9,0,0.0,healthy,0.93,normal,30.2,9.3,90,R01C02,row_1,6
2026-08-08 02:00,21.6,70.7,24.3,0,0.0,healthy,0.87,normal,49.2,9.7,90,R01C03,row_1,6
2026-08-08 03:00,22.7,72.3,23.9,0,0.0,healthy,0.86,normal,68.6,10.2,90,R01C04,row_1,6
2026-08-08 04:00,22.5,66.5,23.7,0,0.0,healthy,0.92,normal,88.6,10.7,90,R01C05,row_1,6
2026-08-08 05:00,26.6,72.5,22.9,0,0.0,healthy,0.97,normal,109.3,10.9,90,R01C06,row_1,6
2026-08-08 06:00,27.6,63.2,21.8,0,0.0,pest,0.82,normal,110.3,31.0,270,R02C06,row_2,6
2026-08-08 07:00,27.6,67.9,21.0,231,0.0,healthy,0.85,normal,91.2,30.8,270,R02C05,row_2,6
2026-08-08 08:00,30.0,72.4,20.0,460,0.0,drought,0.82,normal,71.5,30.4,270,R02C04,row_2,6
2026-08-08 09:00,32.3,61.7,18.3,707,0.0,drought,0.90,normal,51.1,29.9,270,R02C03,row_2,6
2026-08-08 10:00,33.5,54.7,16.5,696,0.0,drought,0.89,normal,30.2,29.4,270,R02C02,row_2,6
2026-08-08 11:00,34.5,55.6,15.0,884,0.0,drought,0.80,normal,9.2,29.1,270,R02C01,row_2,6
2026-08-08 12:00,33.7,60.4,14.0,863,0.0,drought,0.76,normal,8.6,49.0,90,R03C01,row_3,6
2026-08-08 13:00,31.0,60.3,13.1,981,0.0,drought,0.87,normal,28.6,49.1,90,R03C02,row_3,6
2026-08-08 14:00,35.0,62.0,11.6,738,0.0,drought,0.86,normal,49.4,49.5,90,R03C03,row_3,6
2026-08-08 15:00,31.4,66.3,10.3,591,0.0,drought,0.75,normal,70.4,50.0,90,R03C04,row_3,6
2026-08-08 16:00,28.9,67.7,8.8,472,0.0,healthy,0.85,normal,91.2,50.4,90,R03C05,row_3,6
2026-08-08 17:00,29.0,74.2,8.1,258,0.0,drought,0.81,normal,111.5,50.8,90,R03C06,row_3,6
2026-08-08 18:00,25.8,72.4,8.0,0,0.0,healthy,0.95,normal,111.1,71.0,270,R04C06,row_4,6
2026-08-08 19:00,24.4,66.0,8.0,0,0.0,pest,0.75,normal,90.1,70.9,270,R04C05,row_4,6
2026-08-08 20:00,24.0,61.2,8.0,0,0.0,healthy,0.95,normal,69.1,70.6,270,R04C04,row_4,6
2026-08-08 21:00,22.0,69.8,8.0,0,0.0,healthy,0.96,normal,48.6,70.2,270,R04C03,row_4,6
2026-08-08 22:00,19.3,74.7,8.0,0,0.0,healthy,0.95,normal,28.6,69.7,270,R04C02,row_4,6
2026-08-08 23:00,19.4,72.3,8.0,0,0.0,pest,0.63,normal,9.4,69.3,270,R04C01,row_4,6
2026-08-09 00:00,19.2,74.6,8.0,0,0.0,healthy,0.86,normal,10.4,9.0,90,R01C01,row_1,7
2026-08-09 01:00,17.1,80.2,8.2,0,0.0,healthy,0.90,normal,31.2,9.0,90,R01C02,row_1,7
2026-08-09 02:00,19.3,78.0,8.8,0,0.0,healthy,0.85,normal,51.5,9.3,90,R01C03,row_1,7
2026-08-09 03:00,20.2,81.3,8.6,0,0.0,healthy,0.89,normal,71.0,9.7,90,R01C04,row_1,7
2026-08-09 04:00,22.1,68.6,8.3,0,0.0,healthy,0.90,normal,90.1,10.2,90,R01C05,row_1,7
2026-08-09 05:00,25.3,64.1,8.0,0,0.0,healthy,0.88,normal,109.1,10.6,90,R01C06,row_1,7
2026-08-09 06:00,27.6,61.6,8.0,0,0.0,healthy,0.83,normal,108.5,30.9,270,R02C06,row_2,7
2026-08-09 07:00,29.8,66.3,8.0,245,0.0,drought,0.81,normal,88.7,31.0,270,R02C05,row_2,7
2026-08-09 08:00,28.8,59.7,8.0,453,0.0,healthy,0.84,normal,69.4,30.8,270,R02C04,row_2,7
2026-08-09 09:00,30.7,69.6,8.0,671,0.0,drought,0.84,normal,50.4,30.5,270,R02C03,row_2,7
2026-08-09 10:00,32.2,63.4,8.0,862,0.0,drought,0.77,normal,31.3,30.0,270,R02C02,row_2,7
2026-08-09 11:00,33.6,63.0,8.0,818,0.0,drought,0.78,normal,11.5,29.5,270,R02C01,row_2,7
2026-08-09 12:00,32.4,56.2,8.0,821,0.0,drought,0.84,normal,11.0,49.1,90,R03C01,row_3,7
2026-08-09 13:00,33.0,59.7,8.0,761,0.0,drought,0.84,normal,30.1,49.0,90,R03C02,row_3,7
2026-08-09 14:00,32.4,71.6,8.0,783,0.0,drought,0.86,normal,49.1,49.1,90,R03C03,row_3,7
2026-08-09 15:00,29.1,63.3,8.0,662,0.0,drought,0.89,normal,68.5,49.4,90,R03C04,row_3,7
2026-08-09 16:00,28.3,68.0,8.0,453,0.0,healthy,0.84,normal,88.7,49.9,90,R03C05,row_3,7
2026-08-09 17:00,27.1,65.8,8.0,219,0.0,healthy,0.83,normal,109.4,50.4,90,R03C06,row_3,7
2026-08-09 18:00,27.4,74.3,8.0,0,0.0,healthy,0.91,normal,110.4,70.8,270,R04C06,row_4,7
2026-08-09 19:00,22.2,73.8,8.0,0,0.0,healthy,0.96,normal,91.3,71.0,270,R04C05,row_4,7
2026-08-09 20:00,21.9,77.4,8.0,0,0.0,healthy,0.87,normal,71.5,70.9,270,R04C04,row_4,7
2026-08-09 21:00,19.5,70.2,8.0,0,0.0,healthy,0.88,normal,51.0,70.7,270,R04C03,row_4,7
2026-08-09 22:00,17.2,72.2,8.0,0,0.0,healthy,0.97,normal,30.1,70.2,270,R04C02,row_4,7
2026-08-09 23:00,17.1,69.5,8.2,0,0.0,healthy,0.85,normal,9.1,69.8,270,R04C01,row_4,7
2026-08-10 00:00,19.0,69.0,8.4,0,0.0,healthy,0.84,normal,8.5,9.3,90,R01C01,row_1,8
2026-08-10 01:00,16.9,76.2,8.5,0,0.0,pest,0.78,normal,28.7,9.1,90,R01C02,row_1,8
2026-08-10 02:00,20.3,66.2,13.9,0,6.3,healthy,0.87,normal,49.4,9.0,90,R01C03,row_1,8
2026-08-10 03:00,17.9,76.2,16.4,0,3.0,healthy,0.87,normal,70.5,9.2,90,R01C04,row_1,8
2026-08-10 04:00,20.8,78.0,18.4,0,3.0,healthy,0.89,normal,91.3,9.6,90,R01C05,row_1,8
2026-08-10 05:00,21.9,61.3,18.2,0,0.0,healthy,0.96,normal,111.5,10.1,90,R01C06,row_1,8
2026-08-10 06:00,24.4,68.6,17.9,0,0.0,healthy,0.88,normal,111.0,30.6,270,R02C06,row_2,8
2026-08-10 07:00,27.2,65.2,17.5,204,0.0,pest,0.66,normal,90.0,30.9,270,R02C05,row_2,8
2026-08-10 08:00,28.9,60.5,17.2,430,0.0,healthy,0.85,normal,69.1,31.0,270,R02C04,row_2,8
2026-08-10 09:00,31.9,62.6,16.4,670,0.0,drought,0.76,normal,48.5,30.9,270,R02C03,row_2,8
2026-08-10 10:00,33.8,50.5,14.9,870,0.0,drought,0.81,normal,28.7,30.5,270,R02C02,row_2,8
2026-08-10 11:00,31.9,59.7,15.2,773,1.8,drought,0.85,normal,9.5,30.0,270,R02C01,row_2,8
2026-08-10 12:00,33.2,67.6,20.3,561,6.6,drought,0.88,normal,10.5,49.6,90,R03C01,row_3,8
2026-08-10 13:00,31.0,65.8,24.8,673,6.2,healthy,0.92,normal,31.3,49.2,90,R03C02,row_3,8
2026-08-10 14:00,31.2,56.1,23.5,825,0.0,healthy,0.84,normal,51.5,49.0,90,R03C03,row_3,8
2026-08-10 15:00,29.0,70.4,22.3,716,0.0,healthy,0.97,normal,71.0,49.1,90,R03C04,row_3,8
2026-08-10 16:00,28.9,75.8,21.2,420,0.0,healthy,0.90,normal,90.0,49.4,90,R03C05,row_3,8
2026-08-10 17:00,25.0,76.6,28.2,133,8.3,pest,0.69,normal,109.0,49.8,90,R03C06,row_3,8
2026-08-10 18:00,24.1,62.6,30.5,0,2.5,healthy,0.87,normal,108.5,70.3,270,R04C06,row_4,8
2026-08-10 19:00,22.9,73.9,33.0,0,3.9,healthy,0.91,normal,88.7,70.7,270,R04C05,row_4,8
2026-08-10 20:00,21.2,74.3,33.9,0,1.2,healthy,0.83,normal,69.5,71.0,270,R04C04,row_4,8
2026-08-10 21:00,18.4,74.2,34.3,0,0.0,healthy,0.87,normal,50.5,71.0,270,R04C03,row_4,8
2026-08-10 22:00,14.8,80.0,34.1,0,0.0,healthy,0.85,normal,31.3,70.7,270,R04C02,row_4,8
2026-08-10 23:00,16.1,80.6,34.4,0,0.0,pest,0.71,normal,11.5,70.3,270,R04C01,row_4,8
2026-08-11 00:00,14.6,78.0,34.9,0,0.0,healthy,0.88,normal,11.0,9.8,90,R01C01,row_1,9
2026-08-11 01:00,15.5,75.5,34.7,0,0.0,healthy,0.86,normal,30.0,9.4,90,R01C02,row_1,9
2026-08-11 02:00,17.6,71.3,34.6,0,0.0,healthy,0.94,normal,49.0,9.1,90,R01C03,row_1,9
2026-08-11 03:00,16.9,80.8,34.5,0,0.0,healthy,0.88,normal,68.5,9.0,90,R01C04,row_1,9
2026-08-11 04:00,19.2,75.3,34.5,0,0.0,healthy,0.95,normal,88.7,9.2,90,R01C05,row_1,9
2026-08-11 05:00,21.3,77.5,34.2,0,0.0,healthy,0.96,normal,109.5,9.6,90,R01C06,row_1,9
2026-08-11 06:00,23.6,70.9,33.6,0,0.0,healthy,0.96,normal,110.5,30.0,270,R02C06,row_2,9
2026-08-11 07:00,26.6,67.8,32.6,228,0.0,healthy,0.88,normal,91.3,30.5,270,R02C05,row_2,9
2026-08-11 08:00,26.8,66.6,31.8,469,0.0,healthy,0.92,normal,71.5,30.9,270,R02C04,row_2,9
2026-08-11 09:00,28.5,62.3,31.0,577,0.0,healthy,0.95,normal,50.9,31.0,270,R02C03,row_2,9
2026-08-11 10:00,32.2,61.9,29.5,828,0.0,unknown,0.43,normal,30.0,30.9,270,R02C02,row_2,9
2026-08-11 11:00,31.2,69.6,28.1,802,0.0,healthy,0.92,normal,9.0,30.6,270,R02C01,row_2,9
2026-08-11 12:00,33.6,66.2,27.0,868,0.0,healthy,0.86,normal,8.5,50.1,90,R03C01,row_3,9
2026-08-11 13:00,30.1,61.3,25.4,815,0.0,healthy,0.91,normal,28.7,49.6,90,R03C02,row_3,9
2026-08-11 14:00,29.1,64.1,24.1,733,0.0,healthy,0.93,normal,49.5,49.2,90,R03C03,row_3,9
2026-08-11 15:00,31.1,65.5,23.1,611,0.0,healthy,0.83,normal,70.6,49.0,90,R03C04,row_3,9
2026-08-11 16:00,28.1,70.5,32.7,204,11.6,healthy,0.96,normal,91.3,49.1,90,R03C05,row_3,9
2026-08-11 17:00,26.4,68.3,37.6,176,5.6,healthy,0.95,normal,111.5,49.3,90,R03C06,row_3,9
2026-08-11 18:00,24.6,74.9,47.9,0,12.0,healthy,0.89,normal,110.9,69.8,270,R04C06,row_4,9
2026-08-11 19:00,19.3,72.3,47.9,0,0.0,healthy,0.94,normal,89.9,70.3,270,R04C05,row_4,9
2026-08-11 20:00,16.7,78.8,48.9,0,0.0,healthy,0.86,normal,69.0,70.7,270,R04C04,row_4,9
2026-08-11 21:00,16.2,73.8,48.2,0,0.0,healthy,0.87,normal,48.5,71.0,270,R04C03,row_4,9
2026-08-11 22:00,15.4,79.4,47.9,0,0.0,healthy,0.87,normal,28.7,71.0,270,R04C02,row_4,9
2026-08-11 23:00,17.1,85.0,48.0,0,0.0,pest,0.82,normal,9.6,70.8,270,R04C01,row_4,9
2026-08-12 00:00,15.1,78.1,48.2,0,0.0,healthy,0.91,normal,10.6,10.4,90,R01C01,row_1,10
2026-08-12 01:00,14.2,79.3,49.0,0,0.0,healthy,0.84,normal,31.3,9.9,90,R01C02,row_1,10
2026-08-12 02:00,15.2,70.1,49.2,0,0.0,healthy,0.86,normal,51.5,9.4,90,R01C03,row_1,10
2026-08-12 03:00,19.0,69.8,48.9,0,0.0,healthy,0.93,normal,70.9,9.1,90,R01C04,row_1,10
2026-08-12 04:00,18.0,79.2,49.4,0,0.0,healthy,0.92,normal,89.9,9.0,90,R01C05,row_1,10
2026-08-12 05:00,20.0,75.0,48.9,0,0.0,healthy,0.88,normal,109.0,9.1,90,R01C06,row_1,10
2026-08-12 06:00,22.8,75.1,48.5,0,0.0,healthy,0.90,normal,108.5,29.5,270,R02C06,row_2,10
2026-08-12 07:00,22.4,75.8,48.4,242,0.0,healthy,0.96,normal,88.8,30.0,270,R02C05,row_2,10
2026-08-12 08:00,27.4,68.5,47.4,426,0.0,healthy,0.97,normal,69.6,30.5,270,R02C04,row_2,10
2026-08-12 09:00,30.1,60.2,46.7,605,0.0,healthy,0.92,normal,50.6,30.8,270,R02C03,row_2,10
2026-08-12 10:00,30.8,68.7,45.1,699,0.0,pest,0.83,normal,31.4,31.0,270,R02C02,row_2,10
